f000,f001,f002,f003,f004,f005,f006,f007,f008,f009,f010,f011,f012,f013,f014,f015,f016,f017,f018,f019,f020,f021,f022,f023,f024,f025,f026,f027,f028,f029,f030,f031,f032,f033,f034,f035,f036,f037,f038,f039,f040,f041,f042,f043,f044,label
161.47694396972656,141.19223022460938,130.70265197753906,33.21946716308594,162.45480346679688,169.23513793945312,52.85826873779297,150.61024475097656,144.98626708984375,66.82901763916016,145.9092559814453,130.36325073242188,70.45133972167969,145.57415771484375,125.09110260009766,0.12109161913394928,0.09337715059518814,0.09769999980926514,0.0912715345621109,0.08264265954494476,0.4828893542289734,159.9281463623047,157.22804260253906,146.7755584716797,44.5206413269043,161.664794921875,151.8540496826172,54.80995178222656,153.9644317626953,139.80984497070312,53.81631088256836,154.88760375976562,138.16128540039062,54.76398849487305,153.49722290039062,137.1770477294922,0.12934400141239166,0.09185384958982468,0.09841275960206985,0.09594466537237167,0.09010524302721024,0.4864083230495453,0.6855913996696472,0.42429080605506897,2.0,2 fists walking forward
160.34490966796875,143.3868408203125,131.7256317138672,23.554641723632812,167.16983032226562,179.19674682617188,45.655723571777344,154.5189208984375,152.3819122314453,62.32378005981445,147.63035583496094,136.12319946289062,65.99242401123047,148.48342895507812,130.46170043945312,0.12081722915172577,0.09802976250648499,0.10006612539291382,0.0945059061050415,0.08609911054372787,0.4745282530784607,160.6243438720703,161.79751586914062,147.54981994628906,41.53617477416992,163.227783203125,156.24081420898438,51.45479202270508,154.3526153564453,144.7186737060547,50.11592483520508,155.4376983642578,141.9971923828125,52.59714126586914,154.84957885742188,138.85179138183594,0.12738563120365143,0.0923958569765091,0.09896185249090195,0.09747178852558136,0.09128598123788834,0.48953211307525635,0.6855400800704956,0.4223197102546692,2.0,2 fists walking forward
160.29273986816406,148.59835815429688,133.8645477294922,12.280924797058105,172.3309783935547,167.7013702392578,30.45547866821289,160.7961883544922,166.9125518798828,45.90880584716797,151.22564697265625,152.5835418701172,52.110477447509766,151.4741973876953,145.24127197265625,0.12859803438186646,0.10907530039548874,0.10871736705303192,0.10461625456809998,0.1000969186425209,0.5076387524604797,160.76812744140625,171.76394653320312,149.69371032714844,25.60822868347168,167.64352416992188,171.7082977294922,36.65574645996094,159.91363525390625,160.2319793701172,37.39282989501953,162.30416870117188,151.8317413330078,41.65485382080078,162.1262664794922,142.18553161621094,0.13661055266857147,0.1095215305685997,0.10945970565080643,0.10355061292648315,0.09330398589372635,0.5706629753112793,0.6925435066223145,0.4183810353279114,2.0,2 fists walking forward
162.9176788330078,160.89639282226562,147.3140106201172,16.4897403717041,167.1387481689453,167.6895751953125,25.219890594482422,158.45046997070312,171.79049682617188,37.043418884277344,153.29983520507812,161.8455810546875,50.33721160888672,145.0128936767578,155.39297485351562,0.1581602841615677,0.13178062438964844,0.13089559972286224,0.1265372484922409,0.12641708552837372,0.608529269695282,162.09263610839844,166.29635620117188,155.4015350341797,84.83660125732422,118.63336944580078,163.6171875,54.04401779174805,141.0652313232422,170.64744567871094,48.93408966064453,146.97320556640625,161.98548889160156,54.00736999511719,143.01632690429688,152.50619506835938,0.15356335043907166,0.14434801042079926,0.13601036369800568,0.12543797492980957,0.10883741080760956,0.6746215224266052,0.7019966244697571,0.4140833616256714,2.0,2 fists walking forward
166.7589874267578,167.01785278320312,147.26051330566406,33.311885833740234,152.90826416015625,158.3467559814453,45.61764907836914,142.06793212890625,158.9039306640625,50.226348876953125,142.68673706054688,151.92446899414062,63.927223205566406,128.53822326660156,148.0340118408203,0.19592294096946716,0.14325879514217377,0.14060458540916443,0.13412895798683167,0.13150660693645477,0.8963184356689453,163.81759643554688,155.67030334472656,155.7435302734375,43.79051208496094,143.0651397705078,151.5674285888672,22.16045379638672,161.11631774902344,161.2921600341797,30.372570037841797,159.91537475585938,157.0772705078125,36.58331298828125,152.00914001464844,148.10150146484375,0.16315947473049164,0.14149092137813568,0.12569577991962433,0.11208753287792206,0.10642644762992859,0.9690097570419312,0.7112764120101929,0.40808501839637756,2.0,2 fists walking forward
167.78009033203125,160.299072265625,159.525634765625,175.48800659179688,177.43722534179688,155.65504455566406,172.06546020507812,178.27734375,159.35757446289062,162.06011962890625,152.79522705078125,157.11729431152344,171.39852905273438,175.2100372314453,150.9229278564453,0.1451924443244934,0.2196953296661377,0.2203885316848755,0.18983221054077148,0.20308668911457062,0.8976705074310303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40180620551109314,0.5,1.0,2 fists walking forward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.41650390625,149.55075073242188,158.4061737060547,174.800048828125,156.29774475097656,56.35613250732422,65.82060241699219,116.72276306152344,48.346466064453125,55.466461181640625,137.48361206054688,52.030208587646484,73.07782745361328,121.24817657470703,62.52415084838867,0.09885593503713608,0.11343878507614136,0.08207735419273376,0.05130588263273239,0.056125618517398834,0.9003149271011353,0.5,0.4097861647605896,1.0,2 fists walking forward
163.18919372558594,165.67356872558594,151.85731506347656,24.91712188720703,158.4647979736328,159.1846923828125,33.35540771484375,149.69879150390625,161.25189208984375,38.26136779785156,151.17356872558594,154.07350158691406,44.89094543457031,144.7967071533203,149.51504516601562,0.1732165813446045,0.12848539650440216,0.12600183486938477,0.11997141689062119,0.11709511280059814,0.954340934753418,161.88504028320312,162.23129272460938,158.2703094482422,3.3665008544921875,177.314697265625,152.99957275390625,9.77408504486084,169.4443817138672,157.59225463867188,21.801788330078125,166.25167846679688,150.94696044921875,28.06595230102539,161.3465576171875,142.84486389160156,0.1573556363582611,0.11175822466611862,0.11083473265171051,0.10078374296426773,0.09558802843093872,0.9879677295684814,0.7124500274658203,0.41129621863365173,2.0,2 fists walking forward
160.3434295654297,156.92718505859375,140.80828857421875,16.279186248779297,170.3311004638672,163.98541259765625,24.850915908813477,160.23948669433594,171.932373046875,37.08597183227539,154.05227661132812,161.39541625976562,46.15449142456055,149.76002502441406,153.76211547851562,0.15522320568561554,0.1294449418783188,0.12672019004821777,0.12215946614742279,0.11980883777141571,0.5866724848747253,162.56089782714844,163.2727508544922,157.0591583251953,40.67876052856445,153.39100646972656,163.9833526611328,38.44729995727539,150.99110412597656,172.1656494140625,36.86484146118164,153.8519287109375,165.5774383544922,43.82840347290039,148.4210968017578,155.90988159179688,0.16072899103164673,0.1363714039325714,0.136992946267128,0.12812750041484833,0.1163957342505455,0.6282567977905273,0.70652174949646,0.4200367331504822,2.0,2 fists walking forward
160.79257202148438,155.53799438476562,137.7687225341797,12.702098846435547,172.87831115722656,167.7179718017578,24.972930908203125,163.2984161376953,169.86473083496094,40.44340896606445,156.35830688476562,154.44851684570312,46.28908920288086,158.4510040283203,144.4435272216797,0.13380691409111023,0.11068320274353027,0.10822203010320663,0.10381681472063065,0.09861184656620026,0.5371198058128357,161.12315368652344,164.345947265625,152.72100830078125,28.849409103393555,166.86611938476562,171.1306915283203,40.71626281738281,158.02427673339844,162.2812042236328,38.18391036987305,160.876220703125,154.51380920410156,43.40709686279297,160.5470733642578,144.83111572265625,0.14395812153816223,0.11652494221925735,0.11641804873943329,0.10713759064674377,0.09672965854406357,0.5450583100318909,0.6858493685722351,0.42398205399513245,2.0,2 fists walking forward
